,Book_URL,Summary,Genres
127,/book/show/20559676-killing-sarai,"Sarai was only fourteen when her mother uprooted her to live in Mexico with a notorious drug lord. Over time she forgot what it was like to live a normal life, but she never let go of her hope to escape the compound where she has been held for the past nine years.Victor is a cold-blooded assassin who, like Sarai, has known only death and violence since he was a young boy. When Victor arrives at the compound to collect details and payment for a hit, Sarai sees him as her only opportunity for escape. But things don’t go as planned and instead of finding transport back to Tucson, she finds herself free from one dangerous man and caught in the clutches of another.While on the run, Victor strays from his primal nature as he succumbs to his conscience and resolves to help Sarai. As they grow closer, he finds himself willing to risk everything to keep her alive; even his relationship with his devoted brother and liaison, Niklas, who now like everyone else wants Sarai dead.As Victor and Sarai slowly build a trust, the differences between them seem to lessen, and an unlikely attraction intensifies. But Victor’s brutal skills and experience may not be enough in the end to save her, as the power she unknowingly holds over him may ultimately be what gets her killed.This is their story…","Romance, Dark, New Adult, Contemporary, Suspense, Thriller, Abuse"
128,/book/show/76620.Watership_Down,"Librarian's note: See alternate cover edition of ISBN13 9780380395866here.Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.","Classics, Fiction, Fantasy, Young Adult, Animals, Childrens, Adventure"
129,/book/show/39657755-the-girl-who-was-taken,"Two abducted girls—one who returns, one who doesn’t.The night they go missing, high school seniors Nicole Cutty and Megan McDonald are at a beach party in their small town of Emerson Bay, North Carolina. Police launch a massive search, but hope is almost lost—until Megan escapes from a bunker deep in the woods. . . . A year later, the bestselling account of her ordeal has made Megan a celebrity. It’s a triumphant story, except for one inconvenient Nicole is still missing.Nicole’s older sister, Livia, a fellow in forensic pathology, expects that one day soon Nicole’s body will be found and her sister’s fate determined. Instead, the first clue comes from another body—that of a young man connected to Nicole’s past. Livia reaches out to Megan to learn more about that fateful night. Other girls have disappeared, and she’s increasingly sure the cases are connected.Megan knows more than she revealed in her book. Flashes of memory are pointing to something more monstrous than she described. And the deeper she and Livia dig, the more they realize that sometimes true terror lies in finding exactly what you’ve been looking for . . .","Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Crime"
130,/book/show/13335037-divergent,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.","Young Adult, Dystopia, Fantasy, Fiction, Science Fiction, Romance, Teen"
131,/book/show/4989.The_Red_Tent,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood—the world of the red tent. It begins with the story of her mothers—Leah, Rachel, Zilpah, and Bilhah—the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting,The Red Tentcombines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.","Historical Fiction, Fiction, Historical, Religion, Book Club, Feminism, Adult"
132,/book/show/8852.Macbeth,"One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, madness, and murder.This shocking tragedy - a violent caution to those seeking power for its own sake - is, to this day, one of Shakespeare’s most popular and influential masterpieces.","Classics, Plays, Fiction, School, Read For School, Literature, Theatre"
133,/book/show/1953.A_Tale_of_Two_Cities,"A Tale of Two Citiesis Charles Dickens’s great historical novel, set against the violent upheaval of the French Revolution. The most famous and perhaps the most popular of his works, it compresses an event of immense complexity to the scale of a family history, with a cast of characters that includes a bloodthirsty ogress and an antihero as believably flawed as any in modern fiction. Though the least typical of the author’s novels,A Tale of Two Citiesstill underscores many of his enduring themes—imprisonment, injustice, social anarchy, resurrection, and the renunciation that fosters renewal.","Classics, Fiction, Historical Fiction, Literature, Historical, School, Novels"
134,/book/show/101265124-the-polymorph,"Arbitrator, Jim Brown is returning to Earth after completing a successful mission to put down a revolution on and also thwarting an invasion of the planet Pirrus, an Earth colony. While there he found out that he is part alien and this secret had been hidden from him since birth.Brown finds that an alien species has successfully assimilated themselves with the humans on Earth and is ruling over them covertly. When an attempt is made to kidnap him, he realises he has become a target in a hidden game where different groups are vying for power, complicated by the introduction of artificial humans and super androids to boost Earth’s population and armies.Some ruling factions are preparing for war against the planet Levita and re-conquest of a group of planets, former colonies in the Delta Quadrant, who have declared their independence from Earth.Brown realises that he is also running the gauntlet of former enemies who are out to get him. He is desperate to thwart the prospects of war against Levita, where he has a son he has never met and is also against re-colonisation after his recent experiences on Pirrus.Aboard The Space Adventurer, the cruise ship on which he is returning, he meets two beautiful women. Marika, who has been sent as his minder, by the EPA, Earth Policy Administration, to keep an eye on Brown as they don’t fully trust him and Leela, the daughter of Earth’s biggest industrialist, who is secretly building the super androids on a space hub, where the ship makes a stop.He soon realises that he is in a desperate battle for survival, before he can even reach Earth and the big bash the EPA is throwing for him, for successfully completing his mission on Pirrus.","Science Fiction, Science Fiction Fantasy, Young Adult, Adventure, Fiction, Teen, Novels"
135,/book/show/156150514-the-three-witches-and-the-master,Description section not found.,No genres available
136,/book/show/168642.In_Cold_Blood,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues.As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy.In Cold Bloodis a work that transcends its moment, yielding poignant insights into the nature of American violence.","Nonfiction, Classics, True Crime, Crime, Mystery, History, Thriller"
137,/book/show/205338104-murder-on-family-grounds,"Who is killing off members of the Falconer family and why? Such is the challenge confronting highly skilled, extraordinarily intuitive Mary Wandwalker when she finds herself single, sixty and jobless. Long ago as an Oxford student with an unplanned pregnancy, Mary knew the Falconers as the family who refused to help when her fiancé, David Falconer died in a car crash. Now the baby boy she gave up for adoption is a policeman, George Jones, and he wants to meet her. Can Mary bring herself to confront her past? She must, for lost in her memory is a clue that could save her son’s life. Back in 1979, Mary wrote to the Falconers and was rejected. Now forty years later, key phrases from her letter appear in the faked suicide note of Perdita Falconer. Neither Perdita nor her killer had access to Mary’s document. Too exact for coincidence, the link is the pseudonym of the drug dealer who supplied her fatal dose. He or she is known as “the Kestrel. ”When Mary was romanced by David Falconer in the 1970s, “the Kestrel” was codename for a Russian spy entertained at Falconer House. Could the resurrection of the nom de plume be connected to Viktor Solokov, the Russian oligarch renting the Falconer estate with his beautiful wife, Anna? For the Falconers have dark secrets, some centuries old. When George Jones’s wife Caroline begs Mary to save her husband from treacherous Anna, and the murderous talons of the Kestrel, Mary must act.","Mystery Thriller, Novels, Mystery, Drama, Fiction, Thriller, Adventure"
138,/book/show/4588.Extremely_Loud_Incredibly_Close,"In a vase in a closet, a couple of years after his father died in 9/11, nine-year-old Oskar discovers a key...The key belonged to his father, he's sure of that. But which of New York's 162 million locks does it open?So begins a quest that takes Oskar - inventor, letter-writer and amateur detective - across New York's five boroughs and into the jumbled lives of friends, relatives, and complete strangers. He gets heavy boots, he gives himself little bruises and he inches ever nearer to the heart of a family mystery that stretches back fifty years. But will it take him any closer to, or further from, his lost father?","Fiction, Historical Fiction, Contemporary, Novels, Literary Fiction, Adult, Adult Fiction"
139,/book/show/2122.The_Fountainhead,"The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim.This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married his worst enemy...and of the fanatic denunciation unleashed by an enraged society against a great creator. As fresh today as it was then, Rand’s provocative novel presents one of the most challenging ideas in all of fiction—that man’s ego is the fountainhead of human progress...“A writer of great power. She has a subtle and ingenious mind and the capacity of writing brilliantly, beautifully, bitterly...This is the only novel of ideas written by an American woman that I can recall.”—The New York Times","Fiction, Classics, Philosophy, Literature, Novels, Politics, Architecture"
140,/book/show/7126.The_Count_of_Monte_Cristo,"The epic tale of wrongful imprisonment, adventure and revenge, in its definitive translationThrown in prison for a crime he has not committed, Edmond Dantès is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to use the treasure to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Translated with an Introduction by Robin Buss","Historical Fiction, Adventure, Literature, Historical, France, Audiobook, Novels"
141,/book/show/28187.The_Lightning_Thief,"Alternate cover for this ISBN can be foundherePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.","Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology"
142,/book/show/61771675-hello-beautiful,"An emotionally layered and engrossing story of a family that asks: Can love make a broken person whole?William Waters grew up in a house silenced by tragedy, where his parents could hardly bear to look at him, much less love him. So it’s a relief when his skill on the basketball court earns him a scholarship to college, far away from his childhood home. He soon meets Julia Padavano, a spirited and ambitious young woman who surprises William with her appreciation of his quiet steadiness. With Julia comes her family; she is inseparable from her three younger sisters: Sylvie, the dreamer, is happiest with her nose in a book and imagines a future different from the expected path of wife and mother; Cecelia, the family’s artist; and Emeline, who patiently takes care of all of them. Happily, the Padavanos fold Julia’s new boyfriend into their loving, chaotic household.But then darkness from William’s past surfaces, jeopardizing not only Julia’s carefully orchestrated plans for their future, but the sisters’ unshakeable loyalty to one another. The result is a catastrophic family rift that changes their lives for generations. Will the loyalty that once rooted them be strong enough to draw them back together when it matters most?Vibrating with tenderness,Hello Beautifulis a gorgeous, profoundly moving portrait of what’s possible when we choose to love someone not in spite of who they are, but because of it.","Fiction, Historical Fiction, Audiobook, Romance, Contemporary, Literary Fiction, Family"
143,/book/show/59961135-accidental-mystic,"She needed a fresh start. She wasn’t expecting it to be supernatural….Bethany Parker is falling apart. Stunned on her fiftieth birthday to discover her stepchildren hate her and her husband wants a divorce, the devastated homemaker is suddenly and unexpectedly on her own. Taking a job as caretaker for a mysterious estate, Bethany fears she’s lost her mind when she learns the house is cursed … and she holds the power to break it.Teaming with a pushy medium, a hard-drinking housekeeper, and a sarcastic talking cat, the discombobulated divorcée struggles to master the magic she never knew she had. And with the grumpy, wolf-shifter sheriff trying to run her out of town and a sleeping vampire hidden somewhere in the mansion, Bethany worries her new life is already doomed.Can this skeptic survive sinister sorcery long enough to at last find a place she belongs?Accidental Mysticis the moving first book in theMidlife Melodyparanormal women’s fiction series. If you like strong female characters, enchanted small towns, and finding inner courage, then you’ll love Phoebe Ravencraft’s witty tale of redemption.BuyAccidental Mysticto embrace a new beginning today!","Science Fiction Fantasy, Magic, Fantasy, Adventure, Novels, Fiction, High Fantasy"
144,/book/show/2187.Middlesex,"Middlesextells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling,Middlesexis an exhilarating reinvention of the American epic.","Fiction, Historical Fiction, Contemporary, LGBT, Classics, Literary Fiction, Queer"
145,/book/show/1381.The_Odyssey,"Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of theOdyssey.If theIliadis the world's greatest war epic, then theOdysseyis literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance.In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us anOdysseyto read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is anOdysseyto delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.","Fiction, Poetry, Mythology, Classics, Fantasy, School, Literature"
146,/book/show/119322.The_Golden_Compass,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other.","Fantasy, Young Adult, Fiction, Childrens, Adventure, Middle Grade, Audiobook"
147,/book/show/12296.The_Scarlet_Letter,"Set in 17th-century Puritan Boston, Massachusetts, during the years 1642 to 1649, it tells the story of Hester Prynne, who conceives a daughter through an affair and will not reveal her lover’s identity. The scarlet letter A (for adultery) she has to wear on her clothes, along with her public shaming, is her punishment for her sin and her secrecy. She struggles to create a new life of repentance and dignity. Throughout the book, Hawthorne explores themes of legalism, sin, and guilt.","Fiction, Classics, Historical Fiction, School, Literature, High School, Historical"
148,/book/show/2623.Great_Expectations,"Great Expectations charts the progress of Pip from childhood through often painful experiences to adulthood, as he moves from the Kent marshes to busy, commercial London, encountering a variety of extraordinary characters ranging from Magwitch, the escaped convict, to Miss Havisham, locked up with her unhappy past and living with her ward, the arrogant, beautiful Estella.Pip must discover his true self, and his own set of values and priorities. Whether such values allow one to prosper in the complex world of early Victorian England is the major question posed by Great Expectations, one of Dickens's most fascinating, and disturbing, novels.This edition includes the original, discarded ending, Dickens's brief working notes, and the serial instalments and chapter divisions in different editions. It also uses the definitive Clarendon text.","Classics, Fiction, Literature, Historical Fiction, School, Novels, 19th Century"
149,/book/show/764347.Unwind,"Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.","Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Thriller"
150,/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,"Alternate cover edition of ISBN9780451163967Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness.","Fiction, Classics, Psychology, Literature, Novels, Mental Health, School"
151,/book/show/64216.Guards_Guards_,"This is where the dragons went. They lie... not dead, not asleep, but... dormant. And although the space they occupy isn't like normal space, nevertheless they are packed in tightly. They could put you in mind of a can of sardines, if you thought sardines were huge and scaly. And presumably, somewhere, there's a key...","Fantasy, Fiction, Humor, Comedy, Audiobook, Dragons, Science Fiction Fantasy"
152,/book/show/202901080-the-lies-of-vampires-and-slayers,"By night, they fight in a dangerous game of cat-and-mouse. By day, they are friendly next-door neighbors. Neither of them know that their alter egos are archenemies.I’ve spent my life training in the family business of slaying vampires, but I’m tired of all the death. I want to prove we slayers can help society, not just break it.I start my new life by joining the Magiford supernatural task force, which exists to protect humans and supernaturals from harmful magic.There’s just one problem.All of my teammates who work the night shift with me are scared of me since slayers are the assassins of the supernatural world. Worse yet, even though I’m doing my best at pretending to be a human during the day—a necessity as a lone slayer can quickly become a dead slayer—I’ve utterly failed to win over any of the humans in my apartment complex since I have the charisma of an overdue investigation report.That changes when a handsome vampire moves in next door. Connor may not be willing to try any of my failed attempts at baking, but he’s charming and not afraid of me. Plus, he’s the first friend I’ve made who has the time to hang out with me after work.Things are looking up, or they would be, except a mysterious and extremely powerful vampire has declared downtown his nightly hunting ground. I’m the only one on my team who can match him in a fight, something he finds endlessly entertaining. That isn’t a good sign for my general life expectancy.My greatest goal might be to win over my squad, but if this vampire doesn’t back off I might not live long enough to achieve it.","Fantasy, Urban Fantasy, Vampires, Magic, Paranormal, Novels, Adventure"
153,/book/show/198132147-saint-richard-parker,"His search for love and enlightenment across India, Singapore, Thailand, Malaysia, and Indonesia...Ace businessman, writer, and investigative journalist Richard Parker loses his job when he exposes the vegetarian CEO of his newspaper as a beef exporter. Accused of misconduct and forced to dissolve his company, he retreats to his wretched little village.Attempting to resuscitate his life, Richard realizes that attaining enlightenment is his calling.What holds him back?Well, he does not know if spirituality or sexuality comes first. He must also avoid the attentions of Isakki, the dark witch, and her menacing buffaloes. Desperate and confused, Richard consults an astrologer, who predicts that his destiny lies in the exotic East.Richard sets out on a spiritual journey—an odyssey of self-discovery that takes him through the market streets, ballrooms, tantric retreats, and pristine jungles of Southeast Asia. Between running for his life and trying to prove he is not a con artist, child snatcher, or Man Friday material, Richard discovers his true love—in the least expected place. And yes, he also discovers the path to enlightenment.Saint Richard Parker is a humorous travel adventure across the famed spiritual and romantic region of Southeast Asia, with an ensemble of unforgettable characters and a keen eye for the absurdities of modern life.","Humor, Contemporary, Comedy, Novels, Drama, Fiction, Spirituality"
154,/book/show/57645345-twenty-years-later,"Hiding her own dark past in plain sight, a TV reporter is determined to uncover the truth behind a gruesome murder decades after the investigation was abandoned. But TWENTY YEARS LATER, to understand the present, you need to listen to the past…Avery Mason, host ofAmerican Events, knows the subjects that grab a TV audience’s attention. Her latest story—a murder mystery laced with kinky sex, tragedy, and betrayal—is guaranteed to be ratings gold. New DNA technology has allowed the New York medical examiner’s office to make its first successful identification of a 9/11 victim in years. The twist: the victim, Victoria Ford, had been accused of the gruesome murder of her married lover. In a chilling last phone call to her sister, Victoria begged her to prove her innocence.Emma Kind has waited twenty years to put her sister to rest, but closure won’t be complete until she can clear Victoria’s name. Alone she’s had no luck, but she’s convinced that Avery’s connections and fame will help. Avery, hoping to negotiate a more lucrative network contract, goes into investigative overdrive. Victoria had been having an affair with a successful novelist, found hanging from the balcony of his Catskills mansion. The rope, the bedroom, and the entire crime scene was covered in Victoria’s DNA.But the twisted puzzle of Victoria’s private life is just the beginning. And what Avery doesn't realize is that there are other players in the game who are interested in Avery’s own secret past—one she has kept hidden from both the network executives and her television audience. A secret she thought was dead and buried . . .Accused of a brutal murder, Victoria Ford made a final chilling call from the North Tower on the morning of 9/11. Twenty years ago, no one listened. Today,youwill.","Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Crime, Audiobook"
155,/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,"#1NEW YORK TIMESBESTSELLER - NOW A MAJOR MOTION PICTURE ON NETFLIX - A remarkable tale of the island of Guernsey during the German Occupation, and of a society as extraordinary as its name.""I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers.""January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she's never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb...As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends—and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society—born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island—boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all.Juliet begins a remarkable correspondence with the society's members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever.Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises and of finding connection in the most surprising ways.","Historical Fiction, Fiction, Romance, Historical, World War II, Audiobook, Book Club"
156,/book/show/44767458-dune,"Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream.","Science Fiction, Fiction, Fantasy, Audiobook, Science Fiction Fantasy, Classics, Novels"
157,/book/show/7244.The_Poisonwood_Bible,"The Poisonwood Bibleis a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.","Fiction, Historical Fiction, Africa, Classics, Literary Fiction, Historical, Religion"
158,/book/show/63140926-victor-s-blessing,"Victor Gant, a 6'5"" half-Osage blacksmith is an unusual hero for a Civil War love story. But Victor, well liked and respected, is anything but usual. Born into poverty and burdened by his father's past abuses, he betters himself with his intellect and inventions. Despite no formal education he boasts a close friendship with the wealthy banker Ethan. When the town's shy beauty agrees to marry him, Victor's life is truly blessed. But blessings like life itself can be fleeting, and when the Civil war erupts Victor will have to make choices, until finally he is forced to bestow an agonizing blessing of his own.Meticulously researched for everyday life (rather than battles), Victor's Blessing takes the reader on a journey from quaint Ste. Genevieve Missouri, the patent halls of Washington D.C., the battle of Wilderness, till finally the infamous Andersonville prison. With a bevy of rich male and female characters, that experience the turbulent decade before and after the Civil War, Victor's Blessing is a haunting love story, that seems to whisper the eternal question, is death really the end?","Novels, Fiction, Historical, Historical Fiction, Drama, Book Club, Contemporary"
159,/book/show/197525278-dogs-vs-bears,"Fourth-grader Austin Davis introduces a new way for kids to learn about diversity, appreciating differences, and teamwork. Austin’s never known the truth—that his stuffed animals come to life whenever he leaves the house! Every time he goes to school, his bedroom becomes a brutal scene of battling teddy bears and stuffed dogs. Minion, leader of the bears, fights fiercely against Woof Woof, the dogs’ commander, over who will reign supreme. But after years of fighting, the bears and dogs discover a new threat. Will they be wiped out by an invading species, or can these two groups put aside their differences and face it together? The future of the fortress—and Austin’s realm—depends upon it!","Novels, Fiction, Adventure, Childrens, Mystery, Suspense, Thriller"
160,/book/show/6514.The_Bell_Jar,"The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic.","Fiction, Feminism, Mental Health, Psychology, Literature, Literary Fiction, Novels"
161,/book/show/43483262-love-is-the-answer-god-is-the-cure,"Her family secrets burst in the spotlight when Aimee and her sister went to the authorities. In this riveting memoir Aimee Cabo shares the inside story of a young girl's courage to stand up to sexual, physical, and emotional abuse while facing her abusers in a trial the media dubbed ""The Case from Hell."" As she fought court battles, poverty, abuse, and addiction Aimee always turned to love and God.Love is the Answer, God is the Cureis a story of a woman who triumphed against all odds, persevered to find true love and form a family that could withstand anything.","Nonfiction, Contemporary, True Story, Adult, Abuse, Drama, Book Club"
162,/book/show/201272400-marked-by-magic,"Arwen Forester may be a socially awkward introvert, but she’s an expert tracker, archer, and forager who has a pickling recipe for every vegetable in the garden. Unfortunately, none of these skills earn her a lot of money. And when the taxes go up on her father’s farm, she’s not sure how to help him keep the property.Then someone offers her a lucrative new gig:Hunt down a haughty half-dragon criminal with the power to incinerate those who irritate him.Normally, Arwen would reject such a suicidal mission, but with the farm at stake, she’s desperate. Besides, all she has to do is tag the half-dragon with a tracking device. How hard could it be?Find out in Marked by Magic, Book 1 in the new Tracking Trouble urban fantasy series.","Fantasy, Urban Fantasy, Magic, Science Fiction Fantasy, Adventure, Novels, Fiction"
163,/book/show/203552477-lucky-son-of-a-gun,"Mack Sutton is a normal guy who just happens to attend a very abnormal school. In a college where the pretty girls can kill you with a whisper and most of the guys can bench press a car, Mack and his sister Jetta are just run of the mill people -- or are they? Formerly printed as a Kindle Vella, this is a novel of the Demon Accords that gives a glimpse into the lives of the only non-supernatural kids in College Arcane.","Epic Fantasy, Science Fiction Fantasy, Fantasy, Epic, Speculative Fiction, Magic, High Fantasy"
164,/book/show/205879799-the-art-of-avoiding-your-werewolf,"I almost hooked up with a werewolf… but before we got to third base, he dragged me off to jail.Apparently, he's the leader of the pack in town.The fact that I’m an illegal blood wolf—a vampire/werewolf hybrid—doesn’t help my case.And he didn't appreciate me accidentally biting him when we were kissing, either.Luckily, or unluckily, he seems to think I'm his true mate, which means he won't let anyone hurt me.But he also won't let me go.Between his possessiveness, my need to be near him, and the vampire clan hunting me, one thing's becoming clear:I won't be able to avoid my werewolf forever.This is a steamy, fun, full-length standalone romance with a happily ever after!","Fantasy, Paranormal, Science Fiction Fantasy, Romance, Novels, Magic, Paranormal Romance"
165,/book/show/209441121-code-yellow-in-gretna-green,"In Gateway terminology, a ""Code Yellow"" signifies a missing person. King Troels plans to hide in Yggdrasil, the sacred Viking Tree, so the Recorder cannot summon him.But forty-one years of suppressed fury is about to burst out of Niki McKnight after the Vikings' treatment of Rollo. Her lava-hot rage and desire for justice on behalf of all the women who filed petitions against the former King, sets our key characters off on a new path.The resulting power struggles in Viking bring new faces and fresh problems into the Gateway but Dola and Finn have their own issues.The stakes are heightened further during the inaugural meeting of Breanna's hilariously unconventional royal book club, while Aysha faces an unexpected predicament with Autumn.In Code Yellow in Gretna Green, Niki discovers what happens when a furious Recorder is pushed too far and heads into Angry Town.","Science Fiction Fantasy, Fantasy, High Fantasy, Epic Fantasy, Magic, Epic, Fiction"
